first name,last name,gender,age,zip code,education,role,salary
****,****,Any Sex,50-40,481**,Secondary Education,High Seniority Role,68000
****,****,Any Sex,40-30,482**,Secondary Education,Middle Seniority Role,34000
****,****,Any Sex,60-50,482**,University Education,High Seniority Role,61000
****,****,Any Sex,70-60,482**,University Education,High Seniority Role,71000
****,****,Any Sex,60-50,481**,Secondary Education,Middle Seniority Role,51000
****,****,Any Sex,50-40,481**,Secondary Education,Middle Seniority Role,40000
****,****,Any Sex,40-30,482**,Secondary Education,Middle Seniority Role,37000
****,****,Any Sex,40-30,481**,University Education,Middle Seniority Role,41000
****,****,Any Sex,60-50,482**,University Education,High Seniority Role,51000
****,****,Any Sex,30-20,481**,Secondary Education,Middle Seniority Role,35000
****,****,Any Sex,60-50,482**,University Education,Low Seniority Role,42000
****,****,Any Sex,60-50,481**,University Education,High Seniority Role,64000
****,****,Any Sex,60-50,482**,University Education,High Seniority Role,59000
****,****,Any Sex,60-50,481**,University Education,Middle Seniority Role,46000
****,****,Any Sex,50-40,481**,University Education,Middle Seniority Role,49000
****,****,Any Sex,30-20,482**,University Education,Middle Seniority Role,36000
****,****,Any Sex,50-40,482**,University Education,Middle Seniority Role,40000
****,****,Any Sex,60-50,481**,University Education,High Seniority Role,59000
****,****,Any Sex,70-60,482**,University Education,High Seniority Role,62000
****,****,Any Sex,50-40,481**,University Education,High Seniority Role,51000
****,****,Any Sex,70-60,482**,University Education,Middle Seniority Role,49000
****,****,Any Sex,50-40,482**,University Education,Middle Seniority Role,37000
****,****,Any Sex,60-50,482**,Secondary Education,Middle Seniority Role,43000
****,****,Any Sex,60-50,481**,Secondary Education,Middle Seniority Role,42000
****,****,Any Sex,60-50,481**,University Education,Middle Seniority Role,45000
****,****,Any Sex,30-20,481**,University Education,Middle Seniority Role,29000
****,****,Any Sex,40-30,482**,University Education,Middle Seniority Role,37000
****,****,Any Sex,40-30,482**,Secondary Education,Low Seniority Role,34000
****,****,Any Sex,40-30,482**,University Education,Middle Seniority Role,45000
****,****,Any Sex,60-50,481**,University Education,Middle Seniority Role,53000
****,****,Any Sex,60-50,482**,University Education,Middle Seniority Role,45000
****,****,Any Sex,50-40,481**,University Education,High Seniority Role,54000
****,****,Any Sex,40-30,481**,Secondary Education,Low Seniority Role,31000
****,****,Any Sex,60-50,481**,University Education,Middle Seniority Role,52000
****,****,Any Sex,60-50,482**,University Education,Middle Seniority Role,41000
****,****,Any Sex,50-40,481**,Secondary Education,Middle Seniority Role,40000
****,****,Any Sex,30-20,482**,University Education,Low Seniority Role,33000
****,****,Any Sex,30-20,481**,Secondary Education,Low Seniority Role,32000
****,****,Any Sex,50-40,482**,University Education,Middle Seniority Role,43000
****,****,Any Sex,60-50,482**,University Education,Middle Seniority Role,42000
****,****,Any Sex,60-50,481**,University Education,High Seniority Role,56000
****,****,Any Sex,70-60,481**,University Education,High Seniority Role,55000
****,****,Any Sex,30-20,482**,University Education,Middle Seniority Role,31000
****,****,Any Sex,70-60,481**,University Education,Middle Seniority Role,53000
****,****,Any Sex,30-20,482**,Secondary Education,Low Seniority Role,36000
****,****,Any Sex,60-50,481**,University Education,High Seniority Role,62000
****,****,Any Sex,40-30,481**,University Education,Middle Seniority Role,42000
****,****,Any Sex,40-30,481**,University Education,Middle Seniority Role,36000
****,****,Any Sex,30-20,481**,University Education,Middle Seniority Role,32000
****,****,Any Sex,60-50,482**,Secondary Education,Middle Seniority Role,52000
****,****,Any Sex,70-60,482**,University Education,Middle Seniority Role,51000
****,****,Any Sex,50-40,481**,Secondary Education,Low Seniority Role,39000
****,****,Any Sex,60-50,482**,University Education,Low Seniority Role,37000
****,****,Any Sex,40-30,482**,Secondary Education,Middle Seniority Role,37000
****,****,Any Sex,70-60,481**,University Education,Middle Seniority Role,58000
****,****,Any Sex,60-50,482**,University Education,High Seniority Role,56000
****,****,Any Sex,60-50,481**,University Education,Middle Seniority Role,46000
****,****,Any Sex,50-40,481**,University Education,Middle Seniority Role,42000
****,****,Any Sex,40-30,481**,University Education,Middle Seniority Role,45000
****,****,Any Sex,60-50,482**,University Education,High Seniority Role,56000
****,****,Any Sex,60-50,482**,University Education,Middle Seniority Role,41000
****,****,Any Sex,30-20,482**,University Education,Low Seniority Role,34000
****,****,Any Sex,60-50,482**,University Education,Low Seniority Role,43000
****,****,Any Sex,60-50,482**,University Education,High Seniority Role,51000
****,****,Any Sex,50-40,481**,University Education,Middle Seniority Role,39000
****,****,Any Sex,40-30,482**,University Education,Low Seniority Role,37000
****,****,Any Sex,40-30,482**,University Education,Middle Seniority Role,40000
****,****,Any Sex,40-30,482**,University Education,Middle Seniority Role,36000
****,****,Any Sex,60-50,482**,University Education,Low Seniority Role,42000
****,****,Any Sex,50-40,482**,University Education,Middle Seniority Role,48000
****,****,Any Sex,60-50,482**,University Education,High Seniority Role,57000
****,****,Any Sex,50-40,482**,University Education,High Seniority Role,54000
****,****,Any Sex,70-60,481**,University Education,High Seniority Role,74000
****,****,Any Sex,30-20,481**,Secondary Education,Low Seniority Role,35000
****,****,Any Sex,50-40,481**,Secondary Education,Middle Seniority Role,38000
****,****,Any Sex,40-30,482**,University Education,Middle Seniority Role,36000
****,****,Any Sex,40-30,482**,Secondary Education,Middle Seniority Role,37000
****,****,Any Sex,50-40,482**,University Education,High Seniority Role,50000
****,****,Any Sex,40-30,482**,University Education,Middle Seniority Role,48000
****,****,Any Sex,50-40,482**,Secondary Education,Middle Seniority Role,45000
****,****,Any Sex,60-50,481**,University Education,High Seniority Role,57000
****,****,Any Sex,50-40,482**,University Education,Middle Seniority Role,36000
****,****,Any Sex,60-50,482**,University Education,Low Seniority Role,39000
****,****,Any Sex,40-30,481**,University Education,Middle Seniority Role,38000
****,****,Any Sex,30-20,482**,Secondary Education,Low Seniority Role,32000
****,****,Any Sex,40-30,482**,University Education,Middle Seniority Role,44000
****,****,Any Sex,40-30,482**,Secondary Education,Low Seniority Role,36000
****,****,Any Sex,40-30,482**,University Education,Low Seniority Role,37000
****,****,Any Sex,60-50,482**,University Education,High Seniority Role,64000
****,****,Any Sex,60-50,481**,University Education,High Seniority Role,58000
****,****,Any Sex,60-50,482**,University Education,High Seniority Role,69000
****,****,Any Sex,60-50,481**,University Education,Middle Seniority Role,47000
****,****,Any Sex,50-40,481**,University Education,High Seniority Role,55000
****,****,Any Sex,60-50,481**,Secondary Education,Low Seniority Role,43000
****,****,Any Sex,70-60,482**,Secondary Education,High Seniority Role,64000
****,****,Any Sex,70-60,482**,Secondary Education,High Seniority Role,58000
****,****,Any Sex,50-40,481**,University Education,Middle Seniority Role,40000
****,****,Any Sex,40-30,481**,University Education,Low Seniority Role,33000
****,****,Any Sex,40-30,481**,University Education,Middle Seniority Role,44000
****,****,Any Sex,60-50,481**,Secondary Education,Middle Seniority Role,48000
****,****,Any Sex,50-40,481**,University Education,Middle Seniority Role,38000
****,****,Any Sex,40-30,482**,Secondary Education,Middle Seniority Role,34000
****,****,Any Sex,50-40,481**,University Education,High Seniority Role,59000
****,****,Any Sex,50-40,482**,University Education,Middle Seniority Role,38000
****,****,Any Sex,30-20,482**,University Education,Middle Seniority Role,40000
****,****,Any Sex,30-20,482**,University Education,Middle Seniority Role,38000
****,****,Any Sex,60-50,481**,University Education,High Seniority Role,64000
****,****,Any Sex,50-40,482**,University Education,High Seniority Role,50000
****,****,Any Sex,40-30,481**,Secondary Education,Low Seniority Role,36000
****,****,Any Sex,40-30,481**,Secondary Education,Low Seniority Role,32000
****,****,Any Sex,40-30,481**,University Education,Middle Seniority Role,37000
****,****,Any Sex,70-60,482**,University Education,High Seniority Role,69000
****,****,Any Sex,40-30,481**,University Education,Middle Seniority Role,42000
****,****,Any Sex,60-50,482**,University Education,High Seniority Role,55000
****,****,Any Sex,30-20,482**,University Education,Middle Seniority Role,30000
****,****,Any Sex,40-30,481**,Secondary Education,Low Seniority Role,41000
****,****,Any Sex,50-40,481**,University Education,High Seniority Role,56000
****,****,Any Sex,30-20,482**,University Education,Middle Seniority Role,33000
****,****,Any Sex,50-40,482**,Secondary Education,Low Seniority Role,35000
****,****,Any Sex,50-40,482**,University Education,Middle Seniority Role,42000
****,****,Any Sex,50-40,481**,Secondary Education,Middle Seniority Role,39000
****,****,Any Sex,50-40,481**,Secondary Education,Low Seniority Role,40000
****,****,Any Sex,60-50,482**,Secondary Education,Middle Seniority Role,41000
****,****,Any Sex,40-30,482**,Secondary Education,Low Seniority Role,33000
****,****,Any Sex,40-30,482**,University Education,Middle Seniority Role,39000
****,****,Any Sex,30-20,481**,University Education,Middle Seniority Role,41000
****,****,Any Sex,40-30,481**,University Education,Middle Seniority Role,39000
****,****,Any Sex,50-40,481**,University Education,Middle Seniority Role,47000
****,****,Any Sex,40-30,482**,University Education,Middle Seniority Role,42000
****,****,Any Sex,40-30,481**,University Education,Middle Seniority Role,45000
****,****,Any Sex,50-40,482**,University Education,Middle Seniority Role,39000
****,****,Any Sex,30-20,481**,Secondary Education,Low Seniority Role,29000
****,****,Any Sex,50-40,482**,University Education,High Seniority Role,63000
****,****,Any Sex,50-40,482**,University Education,Middle Seniority Role,38000
****,****,Any Sex,50-40,482**,University Education,Low Seniority Role,42000
****,****,Any Sex,50-40,482**,University Education,Middle Seniority Role,52000
****,****,Any Sex,30-20,481**,Secondary Education,Low Seniority Role,38000
****,****,Any Sex,40-30,482**,University Education,High Seniority Role,61000
****,****,Any Sex,40-30,481**,Secondary Education,Low Seniority Role,38000
****,****,Any Sex,50-40,481**,Secondary Education,Low Seniority Role,40000
****,****,Any Sex,40-30,481**,University Education,Middle Seniority Role,35000
****,****,Any Sex,60-50,481**,Secondary Education,Low Seniority Role,42000
****,****,Any Sex,70-60,482**,University Education,High Seniority Role,72000
****,****,Any Sex,70-60,482**,University Education,Middle Seniority Role,56000
****,****,Any Sex,70-60,482**,University Education,High Seniority Role,57000
****,****,Any Sex,60-50,481**,University Education,High Seniority Role,59000
****,****,Any Sex,60-50,482**,University Education,High Seniority Role,69000
****,****,Any Sex,50-40,482**,Secondary Education,Middle Seniority Role,40000
****,****,Any Sex,50-40,481**,University Education,Middle Seniority Role,36000
****,****,Any Sex,60-50,481**,University Education,Middle Seniority Role,40000
****,****,Any Sex,40-30,482**,University Education,Low Seniority Role,40000
****,****,Any Sex,30-20,482**,University Education,Low Seniority Role,35000
****,****,Any Sex,40-30,481**,Secondary Education,Low Seniority Role,39000
****,****,Any Sex,40-30,482**,Secondary Education,Low Seniority Role,39000
****,****,Any Sex,30-20,482**,University Education,Low Seniority Role,37000
****,****,Any Sex,40-30,482**,Secondary Education,Middle Seniority Role,36000
****,****,Any Sex,60-50,481**,University Education,Middle Seniority Role,41000
****,****,Any Sex,60-50,482**,University Education,High Seniority Role,61000
****,****,Any Sex,50-40,481**,University Education,High Seniority Role,54000
****,****,Any Sex,50-40,481**,University Education,High Seniority Role,51000
****,****,Any Sex,60-50,482**,University Education,High Seniority Role,57000
****,****,Any Sex,40-30,481**,University Education,Middle Seniority Role,39000
****,****,Any Sex,30-20,482**,Secondary Education,Low Seniority Role,38000
****,****,Any Sex,60-50,482**,University Education,Middle Seniority Role,50000
****,****,Any Sex,30-20,482**,Secondary Education,Low Seniority Role,30000
****,****,Any Sex,60-50,482**,University Education,Middle Seniority Role,46000
****,****,Any Sex,60-50,482**,University Education,Middle Seniority Role,54000
****,****,Any Sex,40-30,482**,University Education,Middle Seniority Role,36000
****,****,Any Sex,40-30,482**,Secondary Education,Middle Seniority Role,39000
****,****,Any Sex,30-20,481**,Secondary Education,Low Seniority Role,26000
****,****,Any Sex,40-30,481**,Secondary Education,Middle Seniority Role,36000
****,****,Any Sex,40-30,482**,University Education,Middle Seniority Role,37000
